Hora,Psub(TR),Qsub(TR),FP(TR),Psub(SST),Qsub(SST),FP(SST),P (SST),Q (SST),S (SST)
729,39.4719,12.9708,0.95,39.1248,-5.3143,0.9911,37.2592,0.0006,37.0
730,39.7843,13.125,0.9497,39.4324,-5.2978,0.9913,37.5376,0.0006,38.0
731,38.1616,12.3239,0.9516,37.842,-5.3822,0.9902,36.0958,0.0006,36.0
732,38.8638,12.6706,0.9507,38.5361,-5.3457,0.9907,36.7258,0.0006,37.0
733,38.8459,12.6617,0.9508,38.5123,-5.347,0.9907,36.7042,0.0006,37.0
734,39.0443,12.7597,0.9505,38.7082,-5.3366,0.9908,36.8818,0.0006,37.0
735,38.5189,12.5003,0.9512,38.1882,-5.3641,0.9904,36.4102,0.0006,36.0
736,39.1918,12.8325,0.9504,38.8565,-5.3287,0.9909,37.0162,0.0006,37.0
737,37.7997,12.1452,0.9521,37.4882,-5.4006,0.9899,35.7742,0.0006,36.0
738,39.2027,12.8379,0.9503,38.8624,-5.3284,0.9909,37.0216,0.0006,37.0
739,38.8106,12.6443,0.9508,38.4746,-5.349,0.9906,36.67,0.0006,37.0
740,38.4525,12.4675,0.9512,38.1248,-5.3674,0.9904,36.3526,0.0006,36.0
741,38.2947,12.3896,0.9514,37.9721,-5.3754,0.9903,36.214,0.0006,36.0
742,38.1547,12.3205,0.9516,37.8354,-5.3826,0.9902,36.0898,0.0006,36.0
743,37.7294,12.1105,0.9522,37.417,-5.4043,0.9899,35.7094,0.0006,36.0
744,38.8678,12.6725,0.9507,38.5348,-5.3458,0.9907,36.7246,0.0006,37.0
745,37.9868,12.2376,0.9518,37.6717,-5.3911,0.9901,35.941,0.0006,36.0
746,37.9868,12.2376,0.9518,37.6723,-5.391,0.9901,35.9416,0.0006,36.0
747,38.6283,12.5543,0.951,38.3053,-5.3579,0.9905,36.5164,0.0006,37.0
748,37.8638,12.1769,0.952,37.5456,-5.3976,0.99,35.8264,0.0006,36.0
749,37.6621,12.0773,0.9522,37.353,-5.4076,0.9898,35.6512,0.0006,36.0
750,36.6069,11.5563,0.9536,36.3209,-5.4602,0.9891,34.711,0.0006,35.0
751,37.3503,11.9234,0.9526,37.0556,-5.4229,0.9896,35.3806,0.0006,35.0
752,38.2278,12.3566,0.9515,37.9087,-5.3787,0.9902,36.1564,0.0006,36.0
753,37.5322,12.0132,0.9524,37.2217,-5.4143,0.9898,35.5318,0.0006,36.0
754,37.3173,11.9071,0.9527,37.0154,-5.4249,0.9896,35.344,0.0006,35.0
755,37.3129,11.9049,0.9527,37.0128,-5.4251,0.9896,35.3416,0.0006,35.0
756,37.3923,11.9441,0.9526,37.0912,-5.421,0.9897,35.413,0.0006,35.0
757,37.0572,11.7786,0.953,36.7598,-5.438,0.9894,35.1112,0.0006,35.0
758,36.6031,11.5545,0.9536,36.3143,-5.4605,0.9891,34.705,0.0006,35.0
759,37.7775,12.1343,0.9521,37.4684,-5.4016,0.9899,35.7562,0.0006,36.0
760,35.5384,11.0288,0.9551,35.2732,-5.5123,0.9882,33.754,0.0006,34.0
761,35.8112,11.1634,0.9547,35.5442,-5.499,0.9884,34.0018,0.0006,34.0
762,37.2633,11.8804,0.9527,36.9654,-5.4275,0.9896,35.2984,0.0006,35.0
763,36.6181,11.5619,0.9536,36.3274,-5.4599,0.9891,34.717,0.0006,35.0
764,35.331,10.9264,0.9554,35.0706,-5.5223,0.988,33.5685,0.0006,34.0
765,35.9896,11.2516,0.9544,35.7221,-5.4901,0.9886,34.1644,0.0006,34.0
766,36.5978,11.5518,0.9536,36.3176,-5.4604,0.9891,34.708,0.0006,35.0
767,35.9345,11.2244,0.9545,35.6578,-5.4933,0.9885,34.1056,0.0006,34.0
768,36.339,11.4241,0.954,36.0625,-5.4732,0.9888,34.4752,0.0006,34.0
769,36.0675,11.29,0.9543,35.7911,-5.4867,0.9886,34.2274,0.0006,34.0
770,35.0053,10.7656,0.9558,34.7514,-5.5378,0.9877,33.2763,0.0006,33.0
771,35.9145,11.2145,0.9545,35.644,-5.494,0.9885,34.093,0.0006,34.0
772,36.0847,11.2985,0.9543,35.8114,-5.4857,0.9886,34.246,0.0006,34.0
773,36.8397,11.6713,0.9533,36.5558,-5.4483,0.9892,34.9252,0.0006,35.0
774,35.6976,11.1074,0.9548,35.43,-5.5046,0.9883,33.8974,0.0006,34.0
775,36.4855,11.4964,0.9538,36.2091,-5.4658,0.989,34.609,0.0006,35.0
776,35.2447,10.8838,0.9555,34.986,-5.5264,0.9879,33.4911,0.0006,33.0
777,35.0449,10.7851,0.9558,34.7894,-5.536,0.9878,33.3111,0.0006,33.0
778,35.5874,11.053,0.955,35.327,-5.5097,0.9882,33.8032,0.0006,34.0
779,34.8275,10.6778,0.9561,34.572,-5.5465,0.9876,33.1119,0.0006,33.0
780,34.6064,10.5686,0.9564,34.3593,-5.5567,0.9874,32.9169,0.0006,33.0
781,35.109,10.8167,0.9557,34.8576,-5.5326,0.9878,33.3735,0.0006,33.0
782,34.637,10.5837,0.9564,34.3874,-5.5554,0.9874,32.9427,0.0006,33.0
783,35.0562,10.7907,0.9557,34.8051,-5.5352,0.9878,33.3255,0.0006,33.0
784,34.9354,10.7311,0.9559,34.6827,-5.5411,0.9877,33.2133,0.0006,33.0
785,35.6862,11.1017,0.9549,35.4254,-5.5048,0.9883,33.8932,0.0006,34.0
786,34.9283,10.7275,0.9559,34.6709,-5.5417,0.9876,33.2025,0.0006,33.0
787,35.2308,10.8769,0.9555,34.9755,-5.5269,0.9879,33.4815,0.0006,33.0
788,34.7936,10.661,0.9561,34.5412,-5.548,0.9875,33.0837,0.0006,33.0
789,35.0043,10.7651,0.9558,34.7527,-5.5377,0.9877,33.2775,0.0006,33.0
790,36.098,11.3051,0.9543,35.8239,-5.4851,0.9887,34.2574,0.0006,34.0
791,36.0775,11.295,0.9543,35.8029,-5.4861,0.9886,34.2382,0.0006,34.0
792,34.7364,10.6328,0.9562,34.4875,-5.5506,0.9875,33.0345,0.0006,33.0
793,35.9719,11.2428,0.9545,35.7005,-5.4912,0.9885,34.1446,0.0006,34.0
794,34.0874,10.3124,0.9572,33.8505,-5.5811,0.9869,32.4501,0.0006,32.0
795,35.0147,10.7702,0.9558,34.7619,-5.5373,0.9877,33.2859,0.0006,33.0
796,36.2334,11.3719,0.9541,35.9566,-5.4785,0.9888,34.3786,0.0006,34.0
797,34.6025,10.5667,0.9564,34.356,-5.5569,0.9873,32.9139,0.0006,33.0
798,34.7239,10.6266,0.9562,34.4771,-5.5511,0.9875,33.0249,0.0006,33.0
799,34.6533,10.5918,0.9563,34.4064,-5.5545,0.9874,32.9601,0.0006,33.0
800,34.2213,10.3785,0.957,33.9799,-5.5749,0.987,32.5689,0.0006,33.0
801,34.3292,10.4318,0.9568,34.0898,-5.5697,0.9871,32.6697,0.0006,33.0
802,34.0774,10.3074,0.9572,33.8401,-5.5816,0.9869,32.4405,0.0006,32.0
803,34.7908,10.6597,0.9561,34.5471,-5.5477,0.9875,33.0891,0.0006,33.0
804,33.5135,10.029,0.958,33.2876,-5.6076,0.9863,31.9329,0.0006,32.0
805,34.23,10.3828,0.9569,33.9969,-5.5741,0.987,32.5845,0.0006,33.0
806,33.6737,10.1081,0.9578,33.4417,-5.6004,0.9865,32.0745,0.0006,32.0
807,34.4799,10.5062,0.9566,34.2428,-5.5623,0.9872,32.8101,0.0006,33.0
808,34.7184,10.6239,0.9562,34.4725,-5.5513,0.9875,33.0207,0.0006,33.0
809,33.9078,10.2237,0.9574,33.6696,-5.5896,0.9867,32.2839,0.0006,32.0
810,34.7167,10.6231,0.9562,34.4751,-5.5512,0.9875,33.0231,0.0006,33.0
811,35.5436,11.0313,0.9551,35.2804,-5.512,0.9882,33.7606,0.0006,34.0
812,34.4368,10.4848,0.9566,34.1938,-5.5647,0.9872,32.7651,0.0006,33.0
813,33.1807,9.8646,0.9585,32.9609,-5.6228,0.9859,31.6323,0.0006,32.0
814,34.3926,10.463,0.9567,34.1519,-5.5667,0.9872,32.7267,0.0006,33.0
815,34.2439,10.3896,0.9569,34.0041,-5.5738,0.987,32.5911,0.0006,33.0
816,34.1422,10.3394,0.9571,33.9048,-5.5785,0.9869,32.4999,0.0006,32.0
817,33.7332,10.1374,0.9577,33.5011,-5.5976,0.9865,32.1291,0.0006,32.0
818,34.1907,10.3633,0.957,33.9564,-5.576,0.987,32.5473,0.0006,33.0
819,34.1769,10.3565,0.957,33.9394,-5.5768,0.9869,32.5317,0.0006,33.0
820,34.0406,10.2892,0.9572,33.8048,-5.5832,0.9868,32.4081,0.0006,32.0
821,35.3433,10.9324,0.9553,35.0843,-5.5216,0.988,33.5811,0.0006,34.0
822,32.5713,9.5638,0.9595,32.3615,-5.6505,0.9853,31.0803,0.0006,31.0
823,33.3766,9.9614,0.9582,33.1598,-5.6136,0.9861,31.8153,0.0006,32.0
824,34.1418,10.3392,0.9571,33.9106,-5.5782,0.9869,32.5053,0.0006,33.0
825,34.1739,10.355,0.957,33.9368,-5.577,0.9869,32.5293,0.0006,33.0
826,33.9983,10.2683,0.9573,33.763,-5.5852,0.9868,32.3697,0.0006,32.0
827,33.7955,10.1682,0.9576,33.5638,-5.5946,0.9866,32.1867,0.0006,32.0
828,34.1204,10.3286,0.9571,33.8865,-5.5794,0.9869,32.4831,0.0006,32.0
829,33.9576,10.2483,0.9574,33.7231,-5.5871,0.9867,32.3331,0.0006,32.0
830,32.8959,9.724,0.959,32.6813,-5.6358,0.9856,31.3749,0.0006,31.0
831,33.6686,10.1056,0.9578,33.4462,-5.6002,0.9864,32.0787,0.0006,32.0
832,34.7028,10.6162,0.9563,34.4561,-5.5521,0.9874,33.0057,0.0006,33.0
833,33.7992,10.1701,0.9576,33.5683,-5.5944,0.9866,32.1909,0.0006,32.0
834,33.5452,10.0446,0.958,33.3177,-5.6062,0.9863,31.9605,0.0006,32.0
835,33.6482,10.0955,0.9578,33.4214,-5.6013,0.9864,32.0559,0.0006,32.0
836,32.5988,9.5773,0.9594,32.3895,-5.6492,0.9853,31.1061,0.0006,31.0
837,34.2237,10.3797,0.957,33.9865,-5.5746,0.987,32.5749,0.0006,33.0
838,33.0193,9.785,0.9588,32.8025,-5.6302,0.9858,31.4865,0.0006,31.0
839,33.2645,9.906,0.9584,33.0456,-5.6189,0.986,31.7103,0.0006,32.0
840,33.6581,10.1004,0.9578,33.4332,-5.6008,0.9864,32.0667,0.0006,32.0
841,33.3159,9.9314,0.9583,33.0919,-5.6167,0.9861,31.7529,0.0006,32.0
842,34.6646,10.5973,0.9563,34.4188,-5.5539,0.9874,32.9715,0.0006,33.0
843,33.5413,10.0427,0.958,33.315,-5.6063,0.9863,31.9581,0.0006,32.0
844,34.7034,10.6165,0.9563,34.4568,-5.5521,0.9874,33.0063,0.0006,33.0
845,32.6962,9.6254,0.9593,32.4846,-5.6448,0.9854,31.1937,0.0006,31.0
846,33.8897,10.2147,0.9575,33.6584,-5.5902,0.9867,32.2737,0.0006,32.0
847,33.2331,9.8905,0.9585,33.0085,-5.6206,0.986,31.6761,0.0006,32.0
848,34.0343,10.2861,0.9572,33.8054,-5.5832,0.9868,32.4087,0.0006,32.0
849,34.1037,10.3204,0.9571,33.8682,-5.5802,0.9869,32.4663,0.0006,32.0
850,33.6985,10.1203,0.9577,33.4671,-5.5992,0.9865,32.0979,0.0006,32.0
851,33.8204,10.1805,0.9576,33.5905,-5.5934,0.9866,32.2113,0.0006,32.0
852,32.85,9.7014,0.9591,32.6363,-5.6378,0.9856,31.3335,0.0006,31.0
853,33.9663,10.2526,0.9573,33.7336,-5.5866,0.9867,32.3427,0.0006,32.0
854,33.5266,10.0354,0.958,33.2981,-5.6071,0.9863,31.9425,0.0006,32.0
855,33.7168,10.1293,0.9577,33.4893,-5.5981,0.9865,32.1183,0.0006,32.0
856,34.1185,10.3277,0.9571,33.8852,-5.5794,0.9869,32.4819,0.0006,32.0
857,33.6993,10.1207,0.9577,33.4678,-5.5991,0.9865,32.0985,0.0006,32.0
858,33.9327,10.236,0.9574,33.7016,-5.5881,0.9867,32.3133,0.0006,32.0
859,34.1056,10.3213,0.9571,33.8708,-5.5801,0.9869,32.4687,0.0006,32.0
860,34.1564,10.3464,0.9571,33.9198,-5.5778,0.9869,32.5137,0.0006,33.0
861,33.282,9.9147,0.9584,33.0606,-5.6182,0.986,31.7241,0.0006,32.0
862,33.0903,9.82,0.9587,32.8716,-5.627,0.9858,31.5501,0.0006,32.0
863,33.3665,9.9564,0.9582,33.1461,-5.6142,0.9861,31.8027,0.0006,32.0
864,33.5763,10.06,0.9579,33.3516,-5.6046,0.9864,31.9917,0.0006,32.0
865,34.2027,10.3693,0.957,33.9695,-5.5754,0.987,32.5593,0.0006,33.0
866,32.9245,9.7382,0.9589,32.7093,-5.6345,0.9857,31.4007,0.0006,31.0
867,33.2644,9.906,0.9584,33.0463,-5.6189,0.986,31.7109,0.0006,32.0
868,33.2201,9.8841,0.9585,33.0,-5.621,0.986,31.6683,0.0006,32.0
869,33.7172,10.1295,0.9577,33.4919,-5.598,0.9865,32.1207,0.0006,32.0
870,32.7221,9.6382,0.9593,32.5106,-5.6436,0.9855,31.2177,0.0006,31.0
871,33.6531,10.0979,0.9578,33.426,-5.6011,0.9864,32.0601,0.0006,32.0
872,33.1609,9.8549,0.9586,32.9387,-5.6239,0.9859,31.6119,0.0006,32.0
873,33.4976,10.0211,0.958,33.2752,-5.6082,0.9863,31.9215,0.0006,32.0
874,33.0985,9.8241,0.9587,32.8781,-5.6267,0.9859,31.5561,0.0006,32.0
875,33.6219,10.0825,0.9579,33.3986,-5.6024,0.9864,32.0349,0.0006,32.0
876,32.8154,9.6843,0.9591,32.5973,-5.6396,0.9856,31.2975,0.0006,31.0
877,33.635,10.089,0.9578,33.4136,-5.6017,0.9864,32.0487,0.0006,32.0
878,33.6964,10.1193,0.9577,33.4684,-5.5991,0.9865,32.0991,0.0006,32.0
879,32.8042,9.6788,0.9591,32.5914,-5.6399,0.9855,31.2921,0.0006,31.0
880,33.4297,9.9876,0.9582,33.2107,-5.6112,0.9862,31.8621,0.0006,32.0
881,33.6203,10.0817,0.9579,33.3947,-5.6026,0.9864,32.0313,0.0006,32.0
882,32.3512,9.4551,0.9598,32.1462,-5.6603,0.985,30.8817,0.0006,31.0
883,33.6063,10.0748,0.9579,33.3803,-5.6033,0.9864,32.0181,0.0006,32.0
884,33.5193,10.0319,0.958,33.2935,-5.6073,0.9863,31.9383,0.0006,32.0
885,33.1738,9.8612,0.9585,32.9524,-5.6232,0.9859,31.6245,0.0006,32.0
886,33.6528,10.0978,0.9578,33.4286,-5.601,0.9864,32.0625,0.0006,32.0
887,33.7956,10.1683,0.9576,33.5664,-5.5945,0.9866,32.1891,0.0006,32.0
888,33.007,9.7789,0.9588,32.7855,-5.631,0.9858,31.4709,0.0006,31.0
889,33.6093,10.0763,0.9579,33.3868,-5.6029,0.9864,32.0241,0.0006,32.0
890,33.3801,9.9631,0.9582,33.1559,-5.6138,0.9862,31.8117,0.0006,32.0
891,33.6589,10.1008,0.9578,33.4332,-5.6008,0.9864,32.0667,0.0006,32.0
892,33.4339,9.9897,0.9581,33.2087,-5.6113,0.9862,31.8603,0.0006,32.0
893,33.4383,9.9918,0.9581,33.2146,-5.611,0.9862,31.8657,0.0006,32.0
894,32.9939,9.7724,0.9588,32.7751,-5.6314,0.9857,31.4613,0.0006,31.0
895,33.5532,10.0486,0.958,33.3314,-5.6056,0.9863,31.9731,0.0006,32.0
896,34.358,10.4459,0.9568,34.1231,-5.5681,0.9871,32.7003,0.0006,33.0
897,32.535,9.5458,0.9596,32.3264,-5.6521,0.9852,31.0479,0.0006,31.0
898,33.8152,10.1779,0.9576,33.5853,-5.5936,0.9866,32.2065,0.0006,32.0
899,34.624,10.5773,0.9564,34.3841,-5.5556,0.9874,32.9397,0.0006,33.0
900,34.0307,10.2843,0.9572,33.7917,-5.5838,0.9868,32.3961,0.0006,32.0
901,33.838,10.1892,0.9575,33.6055,-5.5927,0.9866,32.2251,0.0006,32.0
902,33.4471,9.9962,0.9581,33.2204,-5.6107,0.9862,31.8711,0.0006,32.0
903,33.773,10.1571,0.9576,33.5455,-5.5955,0.9866,32.1699,0.0006,32.0
904,34.0945,10.3158,0.9571,33.861,-5.5806,0.9869,32.4597,0.0006,32.0
905,33.7051,10.1236,0.9577,33.4737,-5.5989,0.9865,32.1039,0.0006,32.0
906,33.5563,10.0501,0.958,33.3294,-5.6056,0.9863,31.9713,0.0006,32.0
907,33.9257,10.2325,0.9574,33.6957,-5.5884,0.9867,32.3079,0.0006,32.0
908,33.3,9.9236,0.9584,33.0743,-5.6176,0.9861,31.7367,0.0006,32.0
909,33.4122,9.979,0.9582,33.1898,-5.6122,0.9862,31.8429,0.0006,32.0
910,34.4447,10.4888,0.9566,34.2029,-5.5643,0.9872,32.7735,0.0006,33.0
911,33.3891,9.9676,0.9582,33.1656,-5.6133,0.9862,31.8207,0.0006,32.0
912,34.54,10.5358,0.9565,34.2965,-5.5598,0.9873,32.8593,0.0006,33.0
913,34.6599,10.595,0.9563,34.4142,-5.5541,0.9874,32.9673,0.0006,33.0
914,33.5035,10.024,0.958,33.2779,-5.6081,0.9863,31.9239,0.0006,32.0
915,35.0964,10.8105,0.9557,34.8425,-5.5334,0.9878,33.3597,0.0006,33.0
916,33.5702,10.057,0.9579,33.3431,-5.605,0.9863,31.9839,0.0006,32.0
917,35.7877,11.1518,0.9547,35.5206,-5.5001,0.9884,33.9802,0.0006,34.0
918,34.1938,10.3649,0.957,33.9551,-5.5761,0.987,32.5461,0.0006,33.0
919,35.8919,11.2033,0.9546,35.6223,-5.4951,0.9885,34.0732,0.0006,34.0
920,34.5323,10.532,0.9565,34.2873,-5.5602,0.9873,32.8509,0.0006,33.0
921,34.0895,10.3134,0.9572,33.8505,-5.5811,0.9869,32.4501,0.0006,32.0
922,34.6605,10.5953,0.9563,34.4182,-5.5539,0.9874,32.9709,0.0006,33.0
923,34.7323,10.6308,0.9562,34.4849,-5.5507,0.9875,33.0321,0.0006,33.0
924,34.8077,10.668,0.9561,34.5589,-5.5471,0.9875,33.0999,0.0006,33.0
925,34.9819,10.754,0.9559,34.7305,-5.5388,0.9877,33.2571,0.0006,33.0
926,34.2469,10.3911,0.9569,34.0028,-5.5738,0.987,32.5899,0.0006,33.0
927,35.3708,10.946,0.9553,35.1112,-5.5203,0.988,33.6057,0.0006,34.0
928,36.3577,11.4333,0.9539,36.0782,-5.4724,0.9889,34.4896,0.0006,34.0
929,35.3255,10.9236,0.9554,35.0653,-5.5225,0.988,33.5637,0.0006,34.0
930,35.0608,10.793,0.9557,34.8045,-5.5352,0.9878,33.3249,0.0006,33.0
931,34.7764,10.6526,0.9561,34.5255,-5.5487,0.9875,33.0693,0.0006,33.0
932,35.4526,10.9864,0.9552,35.1958,-5.5161,0.9881,33.6831,0.0006,34.0
933,34.8642,10.6959,0.956,34.6093,-5.5447,0.9876,33.1461,0.0006,33.0
934,35.6285,11.0733,0.9549,35.369,-5.5076,0.9883,33.8416,0.0006,34.0
935,36.9976,11.7492,0.9531,36.7052,-5.4407,0.9894,35.0614,0.0006,35.0
936,34.8725,10.7,0.956,34.6204,-5.5442,0.9876,33.1563,0.0006,33.0
937,35.2191,10.8711,0.9555,34.9644,-5.5274,0.9879,33.4713,0.0006,33.0
938,36.6078,11.5568,0.9536,36.3235,-5.4601,0.9891,34.7134,0.0006,35.0
939,35.809,11.1624,0.9547,35.5337,-5.4995,0.9884,33.9922,0.0006,34.0
940,36.0114,11.2623,0.9544,35.7399,-5.4893,0.9886,34.1806,0.0006,34.0
941,34.9919,10.759,0.9558,34.7383,-5.5384,0.9877,33.2643,0.0006,33.0
942,36.1711,11.3411,0.9542,35.8955,-5.4815,0.9887,34.3228,0.0006,34.0
943,35.9557,11.2348,0.9545,35.6821,-5.4921,0.9885,34.1278,0.0006,34.0
944,36.9689,11.7351,0.9531,36.6769,-5.4422,0.9893,35.0356,0.0006,35.0
945,35.4823,11.0011,0.9551,35.2188,-5.515,0.9881,33.7041,0.0006,34.0
946,36.4208,11.4644,0.9539,36.14,-5.4693,0.9889,34.546,0.0006,35.0
947,36.8385,11.6707,0.9533,36.5518,-5.4485,0.9892,34.9216,0.0006,35.0
948,36.331,11.4201,0.954,36.0473,-5.4739,0.9888,34.4614,0.0006,34.0
949,36.4261,11.467,0.9539,36.1453,-5.469,0.9889,34.5508,0.0006,35.0
950,37.8582,12.1741,0.952,37.5476,-5.3975,0.99,35.8282,0.0006,36.0
951,36.8367,11.6698,0.9533,36.5459,-5.4488,0.9892,34.9162,0.0006,35.0
952,36.9146,11.7082,0.9532,36.6236,-5.4449,0.9893,34.987,0.0006,35.0
953,36.8345,11.6687,0.9533,36.5439,-5.4489,0.9892,34.9144,0.0006,35.0
954,35.9888,11.2512,0.9544,35.7156,-5.4905,0.9886,34.1584,0.0006,34.0
955,36.9125,11.7072,0.9532,36.6216,-5.445,0.9893,34.9852,0.0006,35.0
956,37.3509,11.9236,0.9526,37.0537,-5.423,0.9896,35.3788,0.0006,35.0
957,37.3185,11.9076,0.9527,37.0181,-5.4248,0.9896,35.3464,0.0006,35.0
958,36.3973,11.4528,0.9539,36.1157,-5.4705,0.9889,34.5238,0.0006,35.0
959,36.6151,11.5604,0.9536,36.3314,-5.4597,0.9891,34.7206,0.0006,35.0
960,37.2476,11.8727,0.9528,36.9542,-5.4281,0.9895,35.2882,0.0006,35.0
961,36.0279,11.2705,0.9544,35.7536,-5.4886,0.9886,34.1932,0.0006,34.0
962,37.4148,11.9552,0.9526,37.1136,-5.4199,0.9897,35.4334,0.0006,35.0
963,38.56,12.5206,0.9511,38.2339,-5.3617,0.9905,36.4516,0.0006,36.0
964,37.6288,12.0608,0.9523,37.3213,-5.4092,0.9898,35.6224,0.0006,36.0
965,38.3653,12.4245,0.9514,38.0488,-5.3714,0.9903,36.2836,0.0006,36.0
966,37.8275,12.159,0.952,37.512,-5.3994,0.99,35.7958,0.0006,36.0
967,38.3275,12.4058,0.9514,38.0098,-5.3734,0.9903,36.2482,0.0006,36.0
968,38.7097,12.5945,0.9509,38.3826,-5.3538,0.9906,36.5866,0.0006,37.0
969,38.0318,12.2598,0.9518,37.7106,-5.389,0.9901,35.9764,0.0006,36.0
